plot,subplot,point,scale,utme,utmn,slope,wetind,elevclass,insoclass,elev1,elevsq1,inso1,insosq1,LAIbeer2total,LAIbeer2can,acblue,acgreen,acred,acnir,acmir1,acmir2,acndvi,acndviC,acsr,acsrC,acvegind,acsavi,acsarvi2,acslavi,acinfrared,acbrightness,acgreenness,acwetness,MIRc
4,2,a,subplot,512915,5356451,28.93435,5.376111,Lower,Lower,829.3163,687765.5254,10711,114725521,6.695627698,6.430943034,0.0255,0.0349,0.0204,0.1745,0.0247,0.0212,0.790661878,0.790661878,8.553921569,8.553921569,0.1541,0.33263779,3.484375707,4.194711538,0.752008032,0.16149363,0.08519336,-0.00276156,1
4,3,a,subplot,512915,5356481,28.9783,5.086623,Lower,Lower,820.8848,673851.8549,11799,139216401,5.392890123,5.175418066,0.0235,0.0349,0.0184,0.1659,0.0247,0.0212,0.800325556,0.800325556,9.016304348,9.016304348,0.1475,0.323323104,3.352120358,4.189393939,0.740818468,0.15400987,0.0807826,-0.00403612,1
4,4,a,subplot,512945,5356481,27.64644,4.736711,Lower,Lower,832.6353,693281.5428,11168,124724224,7.357250531,6.833124846,0.0175,0.0349,0.0204,0.1488,0.0247,0.0212,0.758865248,0.758865248,7.294117647,7.294117647,0.1284,0.287806336,2.815912979,3.576923077,0.715273775,0.14074221,0.06996594,-0.00654828,1
4,5,a,subplot,512975,5356481,23.27584,4.239976,Lower,Lower,844.998,714021.62,12251,150087001,6.003033237,7.3659316,0.0215,0.0371,0.0223,0.183,0.0247,0.0212,0.782756941,0.782756941,8.206278027,8.206278027,0.1607,0.34176946,3.476699407,4.206896552,0.762156957,0.16760593,0.09080674,-0.0026074,1
4,6,a,subplot,512975,5356451,23.21676,4.24281,Lower,Lower,853.9789,729279.9616,11174,124858276,5.614300921,5.311039855,0.0255,0.0437,0.0223,0.2087,0.0298,0.0212,0.806926407,0.626429711,9.358744395,7.265341043,0.1864,0.38248974,4.047774159,4.797701149,0.750104822,0.19072033,0.1049093,-0.00234881,0.776315789
4,7,a,subplot,512975,5356421,21.10032,4.348254,Lower,Lower,867.085,751836.3972,13052,170354704,6.066690557,5.896164332,0.0175,0.0371,0.0223,0.1873,0.0298,0.0212,0.78721374,0.611126456,8.399103139,6.520356384,0.165,0.34878805,3.466823549,4.305747126,0.725472133,0.17034277,0.0950163,-0.00726651,0.776315789
4,8,a,subplot,512945,5356421,29.48587,5.065879,Lower,Lower,856.2229,733117.6545,11668,136142224,6.346063643,6.107175512,0.0235,0.0371,0.0223,0.1745,0.0273,0.0212,0.773373984,0.685182214,7.825112108,6.932774762,0.1522,0.327640643,3.361158959,4.011494253,0.729435084,0.16299139,0.08415392,-0.00462334,0.885964912
4,9,a,subplot,512945,5356451,29.13637,4.674673,Lower,Lower,844.2076,712686.4719,10604,112444816,9.419231004,9.492534771,0.0255,0.0349,0.0223,0.183,0.0273,0.0212,0.782756941,0.693495185,8.206278027,7.270474392,0.1607,0.34176946,3.569366088,4.206896552,0.740370899,0.16875085,0.0901859,-0.00401156,0.885964912
5,1,a,subplot,515216,5356568,25.23334,5.247603,Lower,Lower,961.6661,924801.6879,11119,123632161,11.39978947,9.23282676,0.0235,0.0415,0.0223,0.2344,0.0298,0.0212,0.82625633,0.641435835,10.51121076,8.160018881,0.2121,0.420444033,4.448592642,5.388505747,0.774413323,0.20703691,0.1242604,-0.00165911,0.776315789
5,2,a,subplot,515216,5356598,24.72448,5.270738,Lower,Lower,951.3586,905083.1858,11111,123454321,7.671672022,8.671931398,0.0195,0.0415,0.0204,0.2387,0.0323,0.0212,0.842531841,0.561687894,11.70098039,7.800653595,0.2183,0.431366091,4.492324155,5.737980769,0.761623616,0.20843763,0.12939852,-0.00451062,0.666666667
5,3,a,subplot,515216,5356628,25.24483,5.247085,Lower,Lower,941.9432,887256.992,11478,131744484,8.905889163,8.133000255,0.0195,0.0481,0.0261,0.2258,0.0298,0.0212,0.792774911,0.615443681,8.651340996,6.716172615,0.1997,0.398390743,4.038749343,4.773784355,0.766823161,0.20372679,0.11553692,-0.00150873,0.776315789
5,4,a,subplot,515246,5356628,25.60598,5.518557,Lower,Lower,931.8764,868393.6249,11151,124344801,7.604964392,6.422986025,0.0255,0.0371,0.0261,0.2258,0.0298,0.0212,0.792774911,0.615443681,8.651340996,6.716172615,0.1997,0.398390743,4.191327709,4.773784355,0.766823161,0.20149419,0.11742892,-0.00228823,0.776315789
5,5,a,subplot,515276,5356628,24.71615,5.781945,Lower,Lower,921.4338,849040.2478,11099,123187801,9.084973819,7.949265851,0.0255,0.0371,0.0242,0.213,0.0273,0.0212,0.795952782,0.705186237,8.801652893,7.797955633,0.1888,0.384156267,4.044731994,4.691629956,0.77278402,0.19126445,0.10943858,-0.0013966,0.885964912
5,6,a,subplot,515276,5356598,22.97576,7.992098,Lower,Lower,930.5106,865849.9767,11660,135955600,9.589072482,7.273511248,0.0255,0.0371,0.0242,0.2173,0.0273,0.0212,0.799585921,0.708405071,8.979338843,7.95537915,0.1931,0.390627107,4.121664888,4.786343612,0.776778414,0.19425983,0.11243396,-0.00111452,0.885964912
5,7,a,subplot,515276,5356568,20.99044,7.937473,Lower,Lower,940.0677,883727.2806,11562,133679844,6.303377978,7.31516784,0.0235,0.0349,0.0204,0.2002,0.0273,0.0212,0.815049864,0.722105581,9.81372549,8.694616443,0.1798,0.37427144,3.921141013,4.8125,0.76,0.17927841,0.10370186,-0.00358438,0.885964912
5,8,a,subplot,515246,5356568,25.18944,5.760411,Lower,Lower,950.5352,903517.1664,11405,130074025,11.45183316,8.10239975,0.0255,0.0437,0.0242,0.2515,0.0298,0.0212,0.824446863,0.640031117,10.39256198,8.067909961,0.2273,0.439538481,4.714007217,5.539647577,0.788126555,0.22127657,0.13385814,0.00063481,0.776315789
5,9,a,subplot,515246,5356598,25.19594,5.536974,Lower,Lower,942.2161,887771.1791,11575,133980625,9.571616817,8.213233455,0.0235,0.0437,0.0223,0.2258,0.0298,0.0212,0.820233777,0.636760432,10.12556054,7.860632523,0.2035,0.408033685,4.299235222,5.190804598,0.766823161,0.20191999,0.11748996,-0.00175225,0.776315789
6,1,a,subplot,512967,5356663,24.73097,4.864976,Lower,Midrange,755.5616,570873.3314,10186,103754596,10.10335301,8.990292155,0.0215,0.0371,0.0223,0.2173,0.0273,0.0212,0.813856427,0.721048238,9.744394619,8.633191724,0.195,0.395484045,4.097155104,4.995402299,0.776778414,0.19209367,0.1146372,-0.00234086,0.885964912
6,2,a,subplot,512967,5356693,12.53981,5.994776,Lower,Midrange,743.7273,553130.2968,10687,114211969,8.98660631,6.323129112,0.0275,0.0393,0.0242,0.2387,0.0273,0.0212,0.815899582,0.722858401,9.863636364,8.738835726,0.2145,0.421745969,4.553560056,5.257709251,0.794736842,0.21075311,0.12589272,0.00128554,0.885964912
6,3,a,subplot,512967,5356723,3.690316,7.501809,Lower,Midrange,741.9246,550452.1121,14172,200845584,5.96168558,5.949895545,0.0255,0.0437,0.0261,0.2472,0.0298,0.0212,0.809001098,0.628040326,9.471264368,7.352692075,0.2211,0.428876245,4.558574904,5.226215645,0.784837545,0.21902295,0.12999712,0.00052867,0.776315789
6,4,a,subplot,512997,5356723,4.271652,7.7641,Lower,Midrange,742.03,550608.5209,13767,189530289,5.019989207,4.037829565,0.0316,0.0437,0.0223,0.2515,0.0323,0.0212,0.837107378,0.558071585,11.27802691,7.518684604,0.2292,0.444300853,4.989985196,5.781609195,0.772374912,0.22327852,0.13262344,0.00015348,0.666666667
6,5,a,subplot,513027,5356723,4.439491,8.013955,Lower,Midrange,741.9388,550473.1829,13645,186186025,5.235342047,0.538715948,0.0215,0.0371,0.0223,0.2387,0.0298,0.0212,0.829118774,0.643657996,10.70403587,8.30971206,0.2164,0.426544021,4.466460268,5.487356322,0.778026071,0.20757241,0.12948394,-0.00284427,0.776315789
6,6,a,subplot,513027,5356693,15.03794,6.654475,Lower,Midrange,744.6813,554550.2386,10142,102860164,8.369328358,5.358843073,0.0255,0.0371,0.0223,0.2472,0.0273,0.0212,0.834508349,0.739345116,11.08520179,9.821099835,0.2249,0.438401559,4.725782727,5.682758621,0.801092896,0.21434641,0.13412794,0.00067098,0.885964912
6,7,a,subplot,513027,5356663,26.04675,5.904457,Lower,Midrange,758.4711,575278.4095,10940,119683600,10.83816617,8.280059781,0.0255,0.0437,0.0261,0.2558,0.0273,0.0212,0.814827953,0.721908976,9.800766284,8.683135041,0.2297,0.440657373,4.702534496,5.408033827,0.807135288,0.22444221,0.13604838,0.00300008,0.885964912
6,8,a,subplot,512997,5356663,25.88924,5.505956,Lower,Midrange,758.6588,575563.1748,11118,123609924,7.557789355,3.786046688,0.0235,0.0393,0.0204,0.2387,0.0273,0.0212,0.842531841,0.746453649,11.70098039,10.36665807,0.2183,0.431366091,4.606068279,5.737980769,0.794736842,0.20784519,0.1289616,-0.00011674,0.885964912
6,9,a,subplot,512997,5356693,14.8446,6.331467,Lower,Midrange,744.7668,554677.5864,10151,103042801,7.549686308,5.916474565,0.0255,0.0437,0.0223,0.2515,0.0273,0.0212,0.837107378,0.741647764,11.27802691,9.991936118,0.2292,0.444300853,4.79879402,5.781609195,0.804160689,0.21996331,0.13478428,0.00236612,0.885964912
7,1,a,subplot,516389,5355405,19.32448,7.62157,Midrange,Lower,1169.526,1367791.065,12599,158734801,8.618568452,8.329341129,0.0215,0.0282,0.0165,0.1873,0.0247,0.0212,0.838076546,0.838076546,11.35151515,11.35151515,0.1708,0.36402387,3.795386872,4.968169761,0.766981132,0.16480191,0.09959876,-0.00476789,1
7,2,a,subplot,516389,5355435,21.18142,4.344062,Midrange,Lower,1160.536,1346843.807,11845,140304025,9.292713937,9.231188888,0.0175,0.0349,0.0223,0.213,0.0273,0.0212,0.810454739,0.718034461,9.551569507,8.46235544,0.1907,0.389024888,3.92209288,4.896551724,0.77278402,0.18680005,0.1137591,-0.00414436,0.885964912
7,3,a,subplot,516389,5355465,25.26225,4.147686,Midrange,Lower,1149.48,1321304.27,9610,92352100,6.201229273,6.108355692,0.0175,0.0327,0.0184,0.2215,0.0273,0.0212,0.846602751,0.750060332,12.03804348,10.66528413,0.2031,0.41174483,4.228959314,5.593434343,0.780546624,0.19032475,0.12223672,-0.00441892,0.885964912
7,4,a,subplot,516419,5355465,22.74575,5.364217,Midrange,Lower,1153.083,1329600.405,11279,127215841,7.86440611,7.958366736,0.0195,0.0327,0.0223,0.2044,0.0273,0.0212,0.803264226,0.711663919,9.165919283,8.120682873,0.1821,0.375877253,3.819371618,4.698850575,0.764350453,0.18064765,0.10787922,-0.00465434,0.885964912
7,5,a,subplot,516449,5355465,20.16153,8.951632,Midrange,Lower,1156.457,1337392.793,12550,157502500,6.89881131,5.406664825,0.0175,0.0349,0.0184,0.2044,0.0273,0.0212,0.834829443,0.739629595,11.10869565,9.841914569,0.186,0.385998893,3.928858096,5.161616162,0.764350453,0.17928673,0.10954518,-0.00506966,0.885964912
7,6,a,subplot,516449,5355435,19.56619,5.528748,Midrange,Lower,1167.683,1363483.588,11408,130142464,8.524957705,8.336415594,0.0195,0.0349,0.0204,0.2087,0.0273,0.0212,0.821911829,0.728185041,10.23039216,9.06376849,0.1883,0.387395419,3.973076761,5.016826923,0.768644068,0.18377511,0.11096056,-0.00407718,0.885964912
7,7,a,subplot,516449,5355405,18.59347,5.178006,Midrange,Lower,1177.761,1387120.973,12347,152448409,10.25913771,9.182847413,0.0195,0.0349,0.0223,0.2215,0.0273,0.0212,0.817063167,0.723889297,9.932735426,8.80005507,0.1992,0.401720893,4.118936355,5.091954023,0.780546624,0.19343335,0.1190114,-0.00306156,0.885964912
7,8,a,subplot,516419,5355405,18.7606,4.475287,Midrange,Lower,1174.536,1379534.815,12463,155326369,8.49516725,8.997081687,0.0195,0.0349,0.0204,0.2002,0.0273,0.0212,0.815049864,0.722105581,9.81372549,8.694616443,0.1798,0.37427144,3.821141667,4.8125,0.76,0.17785401,0.10503946,-0.00463478,0.885964912
7,9,a,subplot,516419,5355435,20.40376,5.077952,Midrange,Lower,1164.213,1355391.909,11649,135699201,7.668330419,8.740768886,0.0175,0.0327,0.0223,0.1959,0.0273,0.0212,0.795600367,0.704874009,8.784753363,7.782983243,0.1736,0.362573099,3.621344236,4.503448276,0.755376344,0.17401435,0.10262692,-0.00573714,0.885964912
8,1,a,subplot,515082,5356114,17.96799,5.21449,Midrange,Lower,1042.858,1087552.808,13435,180499225,6.946600755,5.901652196,0.0255,0.0437,0.0223,0.2258,0.0298,0.0212,0.820233777,0.636760432,10.12556054,7.860632523,0.2035,0.408033685,4.354431463,5.190804598,0.766823161,0.20263219,0.11682116,-0.00122705,0.776315789
8,2,a,subplot,515082,5356144,15.60043,5.768871,Midrange,Lower,1032.943,1066971.241,11959,143017681,6.443617499,5.321993222,0.0175,0.0415,0.0223,0.2472,0.0298,0.0212,0.834508349,0.647842008,11.08520179,8.605617182,0.2249,0.438401559,4.49889978,5.682758621,0.784837545,0.21381679,0.13518328,-0.00239503,0.776315789
8,3,a,subplot,515082,5356174,10.90432,6.425028,Midrange,Lower,1026.019,1052714.988,13143,172738449,6.374060408,5.021353209,0.0255,0.0415,0.0204,0.2215,0.0298,0.0212,0.831335263,0.645378691,10.85784314,8.429115067,0.2011,0.406591185,4.361688284,5.324519231,0.762833267,0.19802121,0.1154711,-0.00215609,0.776315789
8,4,a,subplot,515112,5356174,10.77393,6.996858,Midrange,Lower,1024.734,1050079.771,12541,157276681,7.266926692,7.504007017,0.0255,0.0415,0.0242,0.2215,0.0298,0.0212,0.803011803,0.623390742,9.152892562,7.105535015,0.1973,0.396875419,4.19626526,4.878854626,0.762833267,0.19950473,0.11373982,-0.00180421,0.776315789
8,5,a,subplot,515142,5356174,10.63332,8.590637,Midrange,Lower,1024.034,1048645.633,12153,147695409,6.182722252,5.056211194,0.0235,0.0437,0.0223,0.2301,0.0298,0.0212,0.823296355,0.63913796,10.31838565,8.010325702,0.2078,0.414274322,4.374184314,5.289655172,0.770681031,0.20491537,0.12048534,-0.00147017,0.776315789
8,6,a,subplot,515142,5356144,18.15219,6.302248,Midrange,Lower,1033.277,1067661.359,11494,132112036,5.579418326,5.419560801,0.0175,0.0371,0.0204,0.2002,0.0273,0.0212,0.815049864,0.722105581,9.81372549,8.694616443,0.1798,0.37427144,3.773030596,4.8125,0.76,0.17801565,0.10492858,-0.00468896,0.885964912
8,7,a,subplot,515142,5356114,20.28713,6.000462,Midrange,Lower,1044.75,1091502.563,12594,158608836,6.360700485,5.143580701,0.0215,0.0437,0.0204,0.2044,0.0273,0.0212,0.818505338,0.72516701,10.01960784,8.877020984,0.184,0.380794702,3.946634636,4.913461538,0.764350453,0.18498729,0.10417766,-0.00194998,0.885964912
8,8,a,subplot,515112,5356114,19.29903,6.054371,Midrange,Lower,1044.26,1090478.948,13260,175827600,4.081324476,2.279397484,0.0255,0.0393,0.0223,0.2173,0.0273,0.0212,0.813856427,0.721048238,9.744394619,8.633191724,0.195,0.395484045,4.203129715,4.995402299,0.776778414,0.19439191,0.11251992,-0.00081944,0.885964912
8,9,a,subplot,515112,5356144,17.70332,6.32887,Midrange,Lower,1032.871,1066822.503,11500,132250000,8.223953394,5.055025911,0.0255,0.0393,0.0223,0.2258,0.0298,0.0212,0.820233777,0.636760432,10.12556054,7.860632523,0.2035,0.408033685,4.354431463,5.190804598,0.766823161,0.20088451,0.11838052,-0.00216909,0.776315789
10,1,a,subplot,517015,5356657,16.5177,7.654875,Midrange,Lower,1213.313,1472128.436,13078,171034084,6.468163013,1.977439421,0.0255,0.0459,0.0261,0.2857,0.0323,0.0212,0.83258499,0.55505666,10.94636015,7.297573436,0.2596,0.479674797,5.18764238,6.040169133,0.796855346,0.24728739,0.15597604,0.00161804,0.666666667
10,2,a,subplot,517015,5356687,17.35642,7.64913,Midrange,Lower,1203.776,1449076.658,12512,156550144,5.719386653,4.642774797,0.0215,0.0437,0.0223,0.2515,0.0298,0.0212,0.837107378,0.649859675,11.27802691,8.755310361,0.2292,0.444300853,4.681181324,5.781609195,0.788126555,0.21911041,0.13606138,-0.00059153,0.776315789
10,3,a,subplot,517015,5356717,16.00824,7.778743,Midrange,Lower,1193.877,1425342.291,12156,147768336,4.492333703,3.33171405,0.0255,0.0459,0.0242,0.3328,0.0349,0.0212,0.86442577,0.477708978,13.75206612,7.599826011,0.3086,0.540140023,5.995725665,7.330396476,0.810171335,0.27994985,0.18958862,0.00254832,0.552631579
10,4,a,subplot,517045,5356717,15.89076,7.869843,Midrange,Lower,1195.661,1429605.227,12681,160807761,2.702156969,1.020971928,0.0235,0.0459,0.0223,0.3627,0.0349,0.0212,0.884155844,0.48861244,16.26457399,8.988317206,0.3404,0.576949153,6.445748911,8.337931034,0.82444668,0.29932423,0.2119514,0.00380862,0.552631579
10,5,a,subplot,517075,5356717,15.55463,7.931427,Midrange,Lower,1197.357,1433663.785,12958,167909764,3.510304543,2.027803936,0.0296,0.0547,0.0357,0.3585,0.0349,0.0212,0.818873668,0.452535448,10.04201681,5.549535604,0.3228,0.5414896,5.974679796,6.300527241,0.822572445,0.30729744,0.19776208,0.00825988,0.552631579
10,6,a,subplot,517075,5356687,15.96399,7.865026,Midrange,Lower,1205.682,1453669.085,13360,178489600,3.296358454,1.162169373,0.0235,0.0503,0.03,0.3756,0.0374,0.0239,0.852071006,0.377452507,12.52,5.546140351,0.3456,0.572438163,6.263819915,6.968460111,0.818886199,0.31406655,0.21509946,0.00294791,0.442982456
10,7,a,subplot,517075,5356657,14.93228,7.893958,Midrange,Lower,1213.752,1473193.918,13311,177182721,1.535207405,0.05600586,0.0255,0.0503,0.03,0.3371,0.0323,0.0212,0.836556797,0.557704531,11.23666667,7.491111111,0.3071,0.531253604,5.790624882,6.583984375,0.825121819,0.28636287,0.18844508,0.00629306,0.666666667
10,8,a,subplot,517045,5356657,15.90197,7.785723,Midrange,Lower,1213.574,1472761.853,13175,173580625,5.907605743,3.146463899,0.0235,0.0459,0.0319,0.3157,0.0323,0.0212,0.816455696,0.544303797,9.896551724,6.597701149,0.2838,0.502241623,5.331179321,5.945386064,0.814367816,0.26973751,0.17490036,0.00359792,0.666666667
10,9,a,subplot,517045,5356687,16.71531,7.775887,Midrange,Lower,1204.787,1451511.715,13068,170772624,4.688553639,4.061634177,0.0235,0.0459,0.0319,0.3157,0.0349,0.0212,0.816455696,0.451199201,9.896551724,5.469147005,0.2838,0.502241623,5.331179321,5.945386064,0.800912721,0.27033187,0.17483744,0.00161438,0.552631579
12,1,a,subplot,516655,5356933,17.06855,5.962067,Midrange,Lower,1119.427,1253116.808,12974,168324676,1.309384993,0.534464351,0.0215,0.0481,0.0242,0.3028,0.0323,0.0212,0.851987768,0.567991845,12.51239669,8.341597796,0.2786,0.505320435,5.412861861,6.669603524,0.807221725,0.25790693,0.16931146,0.00198448,0.666666667
12,2,a,subplot,516655,5356963,21.03301,4.351744,Midrange,Lower,1111.661,1235790.179,13383,179104689,2.228599343,0.219908082,0.0275,0.0459,0.0319,0.3157,0.0323,0.0212,0.816455696,0.544303797,9.896551724,6.597701149,0.2838,0.502241623,5.454126148,5.945386064,0.814367816,0.27116191,0.17356276,0.00464832,0.666666667
12,3,a,subplot,516655,5356993,23.35417,5.622521,Midrange,Lower,1098.056,1205726.979,11302,127735204,4.354893471,1.481322629,0.0275,0.0525,0.028,0.3242,0.0349,0.0239,0.840999432,0.464762844,11.57857143,6.398684211,0.2962,0.521356489,5.75838874,6.246628131,0.805625174,0.27920725,0.17814864,0.00281954,0.552631579
12,4,a,subplot,516685,5356993,22.35232,4.284927,Midrange,Lower,1103.066,1216754.6,12432,154554624,6.366722228,1.967316859,0.0255,0.0481,0.028,0.3114,0.0323,0.0212,0.835002946,0.556668631,11.12142857,7.414285714,0.2834,0.506433167,5.500135854,6.329268293,0.812045388,0.26680561,0.17223334,0.00395092,0.666666667
12,5,a,subplot,516715,5356993,21.4266,7.827976,Midrange,Lower,1105.698,1222568.067,12460,155251600,3.051330091,0.763564785,0.0275,0.0503,0.03,0.3157,0.0349,0.0239,0.826439109,0.45671635,10.52333333,5.815526316,0.2857,0.506739979,5.539183373,5.857142857,0.800912721,0.27319311,0.17209602,0.00197612,0.552631579
12,6,a,subplot,516715,5356963,17.19983,7.968873,Midrange,Lower,1115.852,1245125.686,13261,175854121,0.90459696,0.65125639,0.0235,0.0503,0.028,0.3371,0.0323,0.0212,0.846617365,0.564411577,12.03928571,8.026190476,0.3091,0.535949601,5.815178538,6.851626016,0.825121819,0.28486987,0.19002508,0.00558266,0.666666667
12,7,a,subplot,516715,5356933,15.33423,6.47999,Midrange,Lower,1123.495,1262241.015,12959,167935681,5.96692584,2.651713235,0.0255,0.0481,0.0223,0.3414,0.0323,0.0212,0.87737146,0.584914307,15.30941704,10.20627803,0.3191,0.554185481,6.213248179,7.848275862,0.827134065,0.28547833,0.19572826,0.0053911,0.666666667
12,8,a,subplot,516685,5356933,15.86803,4.652466,Midrange,Lower,1122.938,1260989.752,13011,169286121,3.262531228,0.261116514,0.0215,0.0481,0.0261,0.32,0.0323,0.0212,0.849176539,0.566117692,12.2605364,8.173690932,0.2939,0.521037702,5.585965713,6.765327696,0.816633551,0.27063021,0.18042734,0.00328874,0.666666667
12,9,a,subplot,516685,5356963,18.74144,5.169528,Midrange,Lower,1114.273,1241604.319,13077,171007929,6.498834358,5.161812658,0.0275,0.0503,0.0242,0.3157,0.0323,0.0212,0.857605178,0.571736785,13.04545455,8.696969697,0.2915,0.52059769,5.808392779,6.953744493,0.814367816,0.26990351,0.17551152,0.00487734,0.666666667
13,1,a,subplot,518655,5355953,17.58384,4.544295,Upper,Lower,1450.407,2103680.466,12870,165636900,8.084167737,7.655979115,0.0154,0.0371,0.0204,0.2387,0.0298,0.0212,0.842531841,0.654070771,11.70098039,9.083655831,0.2183,0.431366091,4.381422608,5.737980769,0.778026071,0.20465844,0.13238942,-0.00462207,0.776315789
13,2,a,subplot,518655,5355983,18.98429,6.542031,Upper,Lower,1441.623,2078276.874,12487,155925169,8.099092606,6.544288514,0.0215,0.0371,0.0184,0.2215,0.0273,0.0212,0.846602751,0.750060332,12.03804348,10.66528413,0.2031,0.41174483,4.33733396,5.593434343,0.780546624,0.19349683,0.11933976,-0.00242648,0.885964912
13,3,a,subplot,518655,5356013,19.84922,5.107788,Upper,Lower,1431.863,2050231.651,12378,153214884,7.672031711,6.605870865,0.0154,0.0349,0.0184,0.2215,0.0273,0.0212,0.846602751,0.750060332,12.03804348,10.66528413,0.2031,0.41174483,4.174202565,5.593434343,0.780546624,0.19045078,0.12215928,-0.00449936,0.885964912
13,4,a,subplot,518685,5356013,21.47025,6.526463,Upper,Lower,1425.346,2031611.22,12557,157678249,5.577277834,6.123007915,0.0175,0.0349,0.0223,0.2087,0.0273,0.0212,0.806926407,0.714908483,9.358744395,8.291519157,0.1864,0.38248974,3.847265222,4.797701149,0.768644068,0.18380467,0.11076372,-0.00442644,0.885964912
13,5,a,subplot,518715,5356013,23.40695,5.332319,Upper,Lower,1417.838,2010264.594,11970,143280900,6.347428206,6.297308297,0.0154,0.0349,0.0223,0.2087,0.0273,0.0212,0.806926407,0.714908483,9.358744395,8.291519157,0.1864,0.38248974,3.797881011,4.797701149,0.768644068,0.18305686,0.11146596,-0.0049779,0.885964912
13,6,a,subplot,518715,5355983,23.05817,5.349057,Upper,Lower,1425.964,2033373.329,12482,155800324,5.094975189,3.265213126,0.0175,0.0349,0.0223,0.2258,0.0273,0.0212,0.820233777,0.726698346,10.12556054,8.970891354,0.2035,0.408033685,4.141734848,5.190804598,0.78427499,0.19571653,0.12267558,-0.00330468,0.885964912
13,7,a,subplot,518715,5355953,24.07527,5.300767,Upper,Lower,1436.505,2063546.615,11415,130302225,5.618755164,4.918727555,0.0195,0.0371,0.0204,0.2387,0.0298,0.0212,0.842531841,0.654070771,11.70098039,9.083655831,0.2183,0.431366091,4.492324155,5.737980769,0.778026071,0.20611845,0.13101838,-0.00354541,0.776315789
